"id","bonus_points_earned","bonus_points_earned_reason","create_date","date_scanned","finished_date","modify_date","points_awarded_date","points_earned","purchase_date","purchased_item_count","rewards_receipt_status","total_spent","user_id"
"600fb2060a720f053500004b",150,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-26 00:09:10,2021-01-26 00:09:10,2021-01-26 00:09:10,2021-01-26 00:09:10,2021-01-26 00:09:10,"200.0",2021-01-25 00:09:10,9,"FINISHED","89.91","600fb1ac73c60b12049027bb"
"600fb21c0a7214ada2000055",NA,NA,2021-01-26 00:09:32,2021-01-26 00:09:32,2021-01-26 00:09:32,2021-01-26 00:09:32,2021-01-26 00:09:32,"250.0",2021-01-23 00:00:00,5,"FINISHED","49.95","600fb1ac73c60b12049027bb"
"600fb1e20a720f0535000047",5,"All-receipts receipt bonus",2021-01-26 00:08:34,2021-01-26 00:08:34,2021-01-26 00:08:35,2021-01-26 00:08:35,2021-01-26 00:08:35,"5.0",2021-01-13 00:08:34,1,"FINISHED","1.00","54943462e4b07e684157a532"
"600fb1fd0a720f053500004a",250,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-26 00:09:01,2021-01-26 00:09:01,2021-01-26 00:09:02,2021-01-26 00:09:02,2021-01-26 00:09:02,"250.0",2021-01-10 18:00:00,10,"FINISHED","10.00","600fb1ac73c60b12049027bb"
"600fb20b0a7214ada2000051",100,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-26 00:09:15,2021-01-26 00:09:15,2021-01-26 00:09:16,2021-01-26 00:09:16,2021-01-26 00:09:16,"400.0",2021-01-26 00:09:15,1,"FINISHED","9.99","600fb1ac73c60b12049027bb"
"6011f39c0a720f05350000b4",5,"All-receipts receipt bonus",2021-01-27 17:13:32,2021-01-27 17:13:32,2021-01-27 17:13:38,2021-01-27 17:13:38,2021-01-27 17:13:32,"5.0",2021-01-26 17:13:31,2,"FINISHED","1.00","6011f31ea4b74c18d3a8c476"
"6010bdfa0a7214ada200005a",250,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-26 19:12:26,2021-01-26 19:12:26,2021-01-26 19:27:29,2021-01-26 19:27:29,2021-01-26 19:12:28,"250.0",2021-01-25 18:00:00,5,"FINISHED","50.00","6010bddaa4b74c120bd19dfb"
"6010be200a7214ada200005e",5,"All-receipts receipt bonus",2021-01-26 19:13:04,2021-01-26 19:13:04,2021-01-26 19:13:05,2021-01-26 19:13:05,2021-01-26 19:13:05,"5.0",2021-01-25 19:13:04,1,"FINISHED","1.00","54943462e4b07e684157a532"
"6011f3490a7214ada200010e",5,"All-receipts receipt bonus",2021-01-27 17:12:09,2021-01-27 17:12:09,2021-01-27 17:12:11,2021-01-27 17:12:15,2021-01-27 17:12:11,"10199.8",2021-01-26 17:12:09,2,"FINISHED","11.00","6011f31ea4b74c18d3a8c476"
"60118c0f0a7214ada200007e",750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-27 09:51:43,2021-01-27 09:51:43,2021-01-27 09:51:44,2021-01-27 09:51:48,2021-01-27 09:51:44,"850.0",2021-01-26 18:00:00,4,"FINISHED","21.00","60118c0fa4b74c18d3a8c151"
"60118bea0a720f0535000064",750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-27 09:51:06,2021-01-27 09:51:06,2021-01-27 09:51:07,2021-01-27 09:51:12,2021-01-27 09:51:07,"4850.0",2021-01-26 09:51:06,1,"FINISHED","3.25","60118beaa4b74c18d3a8c0f8"
"60118c150a720f053500006d",5,"All-receipts receipt bonus",2021-01-27 09:51:49,2021-01-27 09:51:49,2021-01-27 09:51:50,2021-01-27 09:51:54,2021-01-27 09:51:50,"5.0",2021-01-26 18:00:00,4,"FINISHED","25.00","60118c0fa4b74c18d3a8c151"
"6010be3f0a7214ada2000063",5,"All-receipts receipt bonus",2021-01-26 19:13:35,2021-01-26 19:13:35,2021-01-26 19:13:36,2021-01-26 19:13:36,2021-01-26 19:13:36,"5.0",2021-01-26 19:13:35,1,"FINISHED","2.23","6010bddaa4b74c120bd19dfb"
"6010bdf60a7214ada2000059",750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-26 19:12:22,2021-01-26 19:12:22,2021-01-26 19:12:24,2021-01-26 19:12:28,2021-01-26 19:12:24,"5850.0",2021-01-25 19:12:22,1,"FINISHED","3.25","6010bdf673c60b120490404e"
"60118c3b0a7214ada2000089",NA,NA,2021-01-27 09:52:27,2021-01-27 09:52:27,NA,2021-01-27 09:52:28,NA,NA,2017-10-29 19:00:00,3,"REJECTED","3.00","60118bcfa4b74c18d3a8c0d7"
"6010be5a0a720f053500005a",25,"COMPLETE_NONPARTNER_RECEIPT",2021-01-26 19:14:02,2021-01-26 19:14:02,2021-01-26 19:14:02,2021-01-26 19:14:02,2021-01-26 19:14:02,"25.0",2021-01-25 19:14:02,1,"FINISHED","1.00","6010bddaa4b74c120bd19dfb"
"6011f4380a720f05350000b9",5,"All-receipts receipt bonus",2021-01-27 17:16:08,2021-01-27 17:16:08,NA,2021-01-27 17:16:09,2021-01-27 17:16:09,"5.0",2021-01-26 17:16:08,1,"FLAGGED","1.00","6011f31ea4b74c18d3a8c476"
"6010be180a7214ada200005d",750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-26 19:12:56,2021-01-26 19:12:56,NA,2021-01-26 19:12:57,2021-01-26 19:12:56,"750.0",2021-01-25 19:12:56,1,"FLAGGED","1.00","6010be18a4b74c120bd19e43"
"6010bdef0a720f0535000053",750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-26 19:12:15,2021-01-26 19:12:15,2021-01-26 19:12:17,2021-01-26 19:12:22,2021-01-26 19:12:17,"760.0",2021-01-25 19:12:15,1,"FINISHED","1.00","6010bddaa4b74c120bd19dfb"
"6010bdfd0a720f0535000055",300,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-26 19:12:29,2021-01-26 19:12:29,2021-01-26 19:12:32,2021-01-26 19:12:32,2021-01-26 19:12:31,"400.0",2021-01-19 18:00:00,1,"FINISHED","10.00","6010bddaa4b74c120bd19dfb"
"6010be0a0a7214ada200005b",150,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-26 19:12:42,2021-01-26 19:12:42,2021-01-26 19:12:43,2021-01-26 19:12:43,2021-01-26 19:12:43,"250.0",2021-01-19 18:00:00,1,"FINISHED","10.00","6010bddaa4b74c120bd19dfb"
"5fa8d5790a7214adc30001c4",5,"All-receipts receipt bonus",2020-11-08 23:36:57,2020-11-08 23:36:57,2021-01-26 19:28:21,2021-01-26 19:28:21,2021-01-26 19:28:21,"94.6",2020-11-07 23:36:57,6,"FINISHED","14.00","5fa8d542b055fd1dfdf09517"
"60118bd30a720f0535000062",5,"All-receipts receipt bonus",2021-01-27 09:50:43,2021-01-27 09:50:43,2021-01-27 09:50:56,2021-01-27 09:51:00,2021-01-27 09:50:49,"1005.0",2021-01-26 09:50:43,2,"FINISHED","11.00","54943462e4b07e684157a532"
"6011f3390a720f05350000af",5,"All-receipts receipt bonus",2021-01-27 17:11:53,2021-01-27 17:11:53,2021-01-27 17:11:54,2021-01-27 17:11:59,2021-01-27 17:11:54,"5.0",2021-01-26 18:00:00,1,"FINISHED","29.00","6011f33173c60b1804ce1102"
"6010be1c0a720f0535000057",750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-26 19:13:00,2021-01-26 19:13:00,NA,2021-01-26 19:13:03,2021-01-26 19:13:03,"810.0",2021-01-25 19:13:00,5,"FLAGGED","13.00","6010be1c73c60b1204904079"
"60118c340a720f0535000073",5,"All-receipts receipt bonus",2021-01-27 09:52:20,2021-01-27 09:52:20,2021-01-27 09:52:21,2021-01-27 09:52:21,2021-01-27 09:52:21,"5.0",2021-01-27 09:52:20,1,"FINISHED","2.23","60118bcfa4b74c18d3a8c0d7"
"60118be80a7214ada2000075",250,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-27 09:51:04,2021-01-27 09:51:04,NA,2021-01-27 09:51:05,NA,"250.0",2021-01-26 09:51:04,1,"FLAGGED","1.00","60118bcfa4b74c18d3a8c0d7"
"6010be460a7214ada2000066",NA,NA,2021-01-26 19:13:42,2021-01-26 19:13:42,NA,2021-01-26 19:13:53,NA,NA,2017-10-29 19:00:00,3,"REJECTED","3.00","6010bddaa4b74c120bd19dfb"
"6011f33a0a7214ada200010b",5,"All-receipts receipt bonus",2021-01-27 17:11:54,2021-01-27 17:11:54,2021-01-27 17:11:55,2021-01-27 17:12:00,2021-01-27 17:11:55,"5.0",2021-01-26 18:00:00,1,"FINISHED","20.00","6011f33173c60b1804ce1102"
"60118be20a7214ada2000074",750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-27 09:50:58,2021-01-27 09:50:58,2021-01-27 09:51:00,2021-01-27 09:51:06,2021-01-27 09:51:00,"760.0",2021-01-26 09:50:58,1,"FINISHED","1.00","60118bcfa4b74c18d3a8c0d7"
"6011f3360a7214ada2000109",5,"All-receipts receipt bonus",2021-01-27 17:11:50,2021-01-27 17:11:50,2021-01-27 17:11:51,2021-01-27 17:11:56,2021-01-27 17:11:51,"5.0",2021-01-26 18:00:00,5,"FINISHED","21.00","6011f33173c60b1804ce1102"
"60118c0a0a720f0535000067",750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-27 09:51:38,2021-01-27 09:51:38,2021-01-27 09:51:38,2021-01-27 09:51:44,2021-01-27 09:51:38,"1850.0",2021-01-26 18:00:00,6,"FINISHED","28.00","60118c09a4b74c18d3a8c12e"
"60118bf90a7214ada2000079",150,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-27 09:51:21,2021-01-27 09:51:21,2021-01-27 09:51:22,2021-01-27 09:51:22,2021-01-27 09:51:22,"150.0",2021-01-19 18:00:00,1,"FINISHED","10.00","60118bcfa4b74c18d3a8c0d7"
"5fa8d5730a7214adc30001c3",750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2020-11-08 23:36:51,2020-11-08 23:36:51,NA,2021-01-26 19:13:20,2020-11-08 23:36:52,"750.0",2020-11-07 23:36:51,11,"REJECTED","1.00","5fa8d573770b516dda4f4d21"
"6010be6a0a720f053500005c",150,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-26 19:14:18,2021-01-26 19:14:18,2021-01-26 19:14:18,2021-01-26 19:14:23,2021-01-26 19:14:18,"150.0",2021-01-26 18:00:00,4,"FINISHED","22.00","6010be6673c60b12049040ef"
"6012e64e0a720f05f8000031",NA,NA,2021-01-28 10:29:02,2021-01-28 10:29:02,2021-01-28 10:29:03,2021-01-28 10:29:03,2021-01-28 10:29:03,"840.0",2021-01-27 18:00:00,4,"FINISHED","84.00","5fa41775898c7a11a6bcef3e"
"6012e66c0a720f05f800004d",NA,NA,2021-01-28 10:29:32,2021-01-28 10:29:32,2021-01-28 10:29:33,2021-01-28 10:29:33,2021-01-28 10:29:33,"840.0",2021-01-27 18:00:00,4,"FINISHED","84.00","5fa41775898c7a11a6bcef3e"
"6012e65b0a720f05f800003d",NA,NA,2021-01-28 10:29:15,2021-01-28 10:29:15,2021-01-28 10:29:16,2021-01-28 10:29:16,2021-01-28 10:29:16,"840.0",2021-01-27 18:00:00,4,"FINISHED","84.00","5fa41775898c7a11a6bcef3e"
"6013410c0a7214ad5000002a",NA,NA,2021-01-28 16:56:12,2021-01-28 16:56:12,2021-01-28 16:56:12,2021-01-28 16:56:12,2021-01-28 16:56:12,"840.0",2021-01-27 18:00:00,4,"FINISHED","84.00","5fa41775898c7a11a6bcef3e"
"601340ff0a7214ad50000024",NA,NA,2021-01-28 16:55:59,2021-01-28 16:55:59,2021-01-28 16:56:00,2021-01-28 16:56:00,2021-01-28 16:56:00,"840.0",2021-01-27 18:00:00,4,"FINISHED","84.00","5fa41775898c7a11a6bcef3e"
"6012ea2d0a720f05f8000068",750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-28 10:45:33,2021-01-28 10:45:33,2021-01-28 10:45:40,2021-01-28 10:45:41,2021-01-28 10:45:40,"1049.8",2021-01-27 18:00:00,2,"FINISHED","29.98","6012e1e6a4b74c3cbc516088"
"60132b1f0a7214ad5000000c",5,"All-receipts receipt bonus",2021-01-28 15:22:39,2021-01-28 15:22:39,2021-01-28 15:22:40,2021-01-28 15:22:40,2021-01-28 15:22:40,"5.0",2021-01-27 15:22:39,1,"FINISHED","1.00","60132acb73c60b3ca7f3ba32"
"60132ae40a7214ad50000007",250,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-28 15:21:40,2021-01-28 15:21:40,2021-01-28 15:21:41,2021-01-28 15:21:41,2021-01-28 15:21:40,"250.0",2021-01-20 18:00:00,1,"FINISHED","10.00","60132acb73c60b3ca7f3ba32"
"60132aef0a720f05f800006d",300,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-28 15:21:51,2021-01-28 15:21:51,2021-01-28 15:21:52,2021-01-28 15:21:52,2021-01-28 15:21:52,"300.0",2021-01-20 18:00:00,1,"FINISHED","10.00","60132acb73c60b3ca7f3ba32"
"601341150a7214ad5000002e",NA,NA,2021-01-28 16:56:21,2021-01-28 16:56:21,2021-01-28 16:56:21,2021-01-28 16:56:21,2021-01-28 16:56:21,"840.0",2021-01-27 18:00:00,4,"FINISHED","84.00","5fa41775898c7a11a6bcef3e"
"6012e6380a720f05f800001c",NA,NA,2021-01-28 10:28:40,2021-01-28 10:28:40,2021-01-28 10:28:40,2021-01-28 10:28:40,2021-01-28 10:28:40,"840.0",2021-01-27 18:00:00,4,"FINISHED","84.00","5fa41775898c7a11a6bcef3e"
"6012e62d0a720f05f8000012",NA,NA,2021-01-28 10:28:29,2021-01-28 10:28:29,2021-01-28 10:28:30,2021-01-28 10:28:30,2021-01-28 10:28:30,"840.0",2021-01-27 18:00:00,4,"FINISHED","84.00","5fa41775898c7a11a6bcef3e"
"601341040a7214ad50000026",NA,NA,2021-01-28 16:56:04,2021-01-28 16:56:04,2021-01-28 16:56:04,2021-01-28 16:56:04,2021-01-28 16:56:04,"840.0",2021-01-27 18:00:00,4,"FINISHED","84.00","5fa41775898c7a11a6bcef3e"
"6012e64f0a720f05f8000032",NA,NA,2021-01-28 10:29:03,2021-01-28 10:29:03,2021-01-28 10:29:04,2021-01-28 10:29:04,2021-01-28 10:29:04,"840.0",2021-01-27 18:00:00,4,"FINISHED","84.00","5fa41775898c7a11a6bcef3e"
"601340fc0a720f05f8000089",NA,NA,2021-01-28 16:55:56,2021-01-28 16:55:56,2021-01-28 16:55:56,2021-01-28 16:55:56,2021-01-28 16:55:56,"840.0",2021-01-27 18:00:00,4,"FINISHED","84.00","5fa41775898c7a11a6bcef3e"
"60132b740a7214ad50000012",5,"All-receipts receipt bonus",2021-01-28 15:24:04,2021-01-28 15:24:04,2021-01-28 15:24:11,2021-01-28 15:24:11,2021-01-28 15:24:05,"5.0",2021-01-27 15:24:03,2,"FINISHED","1.00","60132acb73c60b3ca7f3ba32"
"6012e6430a720f05f8000026",NA,NA,2021-01-28 10:28:51,2021-01-28 10:28:51,2021-01-28 10:28:51,2021-01-28 10:28:51,2021-01-28 10:28:51,"840.0",2021-01-27 18:00:00,4,"FINISHED","84.00","5fa41775898c7a11a6bcef3e"
"60132b860a720f05f8000075",750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-28 15:24:22,2021-01-28 15:24:22,2021-01-28 15:24:23,2021-01-28 15:24:27,2021-01-28 15:24:23,"850.0",2021-01-27 18:00:00,1,"FINISHED","24.00","60132b85a4b74c3cbc516295"
"601341160a720f05f8000095",NA,NA,2021-01-28 16:56:22,2021-01-28 16:56:22,2021-01-28 16:56:22,2021-01-28 16:56:22,2021-01-28 16:56:22,"840.0",2021-01-27 18:00:00,4,"FINISHED","84.00","5fa41775898c7a11a6bcef3e"
"6012e6750a720f05f8000055",NA,NA,2021-01-28 10:29:41,2021-01-28 10:29:41,2021-01-28 10:29:42,2021-01-28 10:29:42,2021-01-28 10:29:42,"840.0",2021-01-27 18:00:00,4,"FINISHED","84.00","5fa41775898c7a11a6bcef3e"
"6012e6620a720f05f8000043",NA,NA,2021-01-28 10:29:22,2021-01-28 10:29:22,2021-01-28 10:29:22,2021-01-28 10:29:22,2021-01-28 10:29:22,"840.0",2021-01-27 18:00:00,4,"FINISHED","84.00","5fa41775898c7a11a6bcef3e"
"6012e6840a720f05f8000063",NA,NA,2021-01-28 10:29:56,2021-01-28 10:29:56,2021-01-28 10:29:56,2021-01-28 10:29:56,2021-01-28 10:29:56,"840.0",2021-01-27 18:00:00,4,"FINISHED","84.00","5fa41775898c7a11a6bcef3e"
"6012e6210a720f05f8000007",100,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-28 10:28:17,2021-01-28 10:28:17,2021-01-28 10:28:18,2021-01-28 10:28:18,2021-01-28 10:28:18,"940.0",2021-01-27 18:00:00,4,"FINISHED","84.00","5fa41775898c7a11a6bcef3e"
"6012e6710a720f05f8000051",NA,NA,2021-01-28 10:29:37,2021-01-28 10:29:37,2021-01-28 10:29:37,2021-01-28 10:29:37,2021-01-28 10:29:37,"840.0",2021-01-27 18:00:00,4,"FINISHED","84.00","5fa41775898c7a11a6bcef3e"
"600f2fc80a720f0535000030",750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-25 14:53:28,2021-01-25 14:53:28,2021-01-25 16:04:23,2021-01-28 16:37:02,2021-01-25 16:04:23,"4944.7",2021-01-23 18:00:00,689,"FINISHED","4566.17","600f29a64329897eac239049"
"60132b890a7214ad50000013",NA,NA,2021-01-28 15:24:25,2021-01-28 15:24:25,NA,2021-01-28 15:24:25,NA,NA,NA,0,"FLAGGED","0.00","60132b8873c60b3ca7f3bae8"
"6012e6850a720f05f8000064",NA,NA,2021-01-28 10:29:57,2021-01-28 10:29:57,2021-01-28 10:29:58,2021-01-28 10:29:58,2021-01-28 10:29:58,"840.0",2021-01-27 18:00:00,4,"FINISHED","84.00","5fa41775898c7a11a6bcef3e"
"60132b960a720f05f800007a",5,"All-receipts receipt bonus",2021-01-28 15:24:38,2021-01-28 15:24:38,2021-01-28 15:24:39,2021-01-28 15:24:43,2021-01-28 15:24:39,"5.0",2021-01-27 18:00:00,4,"FINISHED","20.00","60132b8b73c60b3ca7f3baee"
"6012e6660a720f05f8000047",NA,NA,2021-01-28 10:29:26,2021-01-28 10:29:26,2021-01-28 10:29:26,2021-01-28 10:29:26,2021-01-28 10:29:26,"840.0",2021-01-27 18:00:00,4,"FINISHED","84.00","5fa41775898c7a11a6bcef3e"
"6013410f0a720f05f8000092",NA,NA,2021-01-28 16:56:15,2021-01-28 16:56:15,2021-01-28 16:56:16,2021-01-28 16:56:16,2021-01-28 16:56:16,"840.0",2021-01-27 18:00:00,4,"FINISHED","84.00","5fa41775898c7a11a6bcef3e"
"601443720a7214ad50000063",25,"COMPLETE_NONPARTNER_RECEIPT",2021-01-29 11:18:42,2021-01-29 11:18:42,2021-01-29 11:18:43,2021-01-29 11:18:47,2021-01-29 11:18:43,"35.0",2021-01-28 11:18:41,1,"FINISHED","1.00","601442ce67804a1228b1dc41"
"601448f30a720f05f80000d9",250,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-29 11:42:11,2021-01-29 11:42:11,2021-01-29 11:42:11,2021-01-29 11:42:11,2021-01-29 11:42:11,"375.0",2021-01-24 00:00:00,5,"FINISHED","25.00","6014485b84231211ce793d79"
"601431db0a720f05f80000a8",5,"All-receipts receipt bonus",2021-01-29 10:03:39,2021-01-29 10:03:39,2021-01-29 10:03:45,2021-01-29 10:03:45,2021-01-29 10:03:40,"5.0",2021-01-28 10:03:39,2,"FINISHED","1.00","6014319173c60b3ca7f3bf01"
"601443600a7214ad50000060",5,"All-receipts receipt bonus",2021-01-29 11:18:24,2021-01-29 11:18:24,NA,2021-01-29 11:18:29,NA,"5",2021-01-28 18:00:00,1,"REJECTED","10.00","6014436084231211ce793ced"
"60145a3d0a7214ad50000082",750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-29 12:55:57,2021-01-29 12:55:57,2021-01-29 12:56:00,2021-01-29 12:56:00,2021-01-29 12:56:00,"750.0",2021-02-28 12:55:58,1,"FINISHED","1.00","60145a3c84231211ce796c5d"
"60144aee0a720f05f80000f1",100,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-29 11:50:38,2021-01-29 11:50:38,2021-01-29 11:50:39,2021-01-29 11:50:39,2021-01-29 11:50:39,"100.0",2021-01-13 11:50:38,1,"FINISHED","1.00","6014499c67804a1228b1f5b0"
"601431e40a7214ad50000041",NA,NA,2021-01-29 10:03:48,2021-01-29 10:03:48,2021-01-29 10:03:48,2021-01-29 10:03:48,NA,NA,2021-01-28 18:00:00,NA,"PENDING","2.23","6014319173c60b3ca7f3bf01"
"60147ba00a7214ad500000d3",500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-29 15:18:24,2021-01-29 15:18:24,2021-01-29 15:18:33,2021-01-29 15:18:33,2021-01-29 15:18:33,"1499.5",2021-01-28 18:00:00,5,"FINISHED","99.95","60147a84c8b50e11d8453f29"
"601487f80a720f05f800018d",NA,NA,2021-01-29 16:11:04,2021-01-29 16:11:04,NA,2021-01-29 16:11:04,NA,NA,NA,NA,"SUBMITTED",NA,"5fc961c3b8cfca11a077dd33"
"601465b00a7214ad5000009f",5,"All-receipts receipt bonus",2021-01-29 13:44:48,2021-01-29 13:44:48,2021-01-29 13:44:49,2021-01-29 13:44:53,2021-01-29 13:44:49,"5.0",2021-01-28 18:00:00,1,"FINISHED","28.00","601465a884231211ce796db3"
"60145a540a720f05f8000116",NA,NA,2021-01-29 12:56:20,2021-01-29 12:56:20,NA,2021-01-29 12:56:20,NA,NA,NA,0,"FLAGGED","0.00","60145a5467804a1228b20ded"
"601472e20a7214ad500000ce",NA,NA,2021-01-29 14:41:06,2021-01-29 14:41:06,2021-01-29 14:41:07,2021-01-29 15:07:34,2021-01-29 14:41:07,"840.0",2021-01-28 18:00:00,4,"FINISHED","84.00","60145ff384231211ce796d51"
"601442dd0a7214ad50000054",250,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-29 11:16:13,2021-01-29 11:16:13,2021-01-29 11:16:13,2021-01-29 11:16:14,2021-01-29 11:16:13,"250.0",2021-01-28 11:16:13,1,"FINISHED","1.00","601442ce67804a1228b1dc41"
"601443310a720f05f80000c6",25,"COMPLETE_NONPARTNER_RECEIPT",2021-01-29 11:17:37,2021-01-29 11:17:37,2021-01-29 11:17:38,2021-01-29 11:17:38,2021-01-29 11:17:38,"25.0",2021-01-21 18:00:00,1,"FINISHED","10.00","601442ce67804a1228b1dc41"
"60145a510a7214ad50000086",5,"All-receipts receipt bonus",2021-01-29 12:56:17,2021-01-29 12:56:17,NA,2021-01-29 12:56:22,NA,"5",2021-01-28 18:00:00,1,"REJECTED","10.00","60145a5167804a1228b20ddd"
"60145a960a7214ad50000095",5,"All-receipts receipt bonus",2021-01-29 12:57:25,2021-01-29 12:57:25,2021-01-29 12:57:31,2021-01-29 12:57:31,2021-01-29 12:57:26,"5.0",2021-01-28 12:57:25,2,"FINISHED","1.00","60145a3c84231211ce796c5d"
"601465f40a720f05f8000137",NA,NA,2021-01-29 13:45:56,2021-01-29 13:45:56,2021-01-29 13:45:57,2021-01-29 13:45:57,2021-01-29 13:45:57,"100.0",2021-01-21 18:00:00,1,"FINISHED","10.00","6014658e67804a1228b20ef4"
"60145a830a7214ad5000008f",150,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-29 12:57:07,2021-01-29 12:57:07,2021-01-29 12:57:08,2021-01-29 12:57:13,2021-01-29 12:57:07,"3250.0",2021-01-28 12:57:07,2,"FINISHED","11.00","60145a3c84231211ce796c5d"
"601432400a7214ad50000043",25,"COMPLETE_NONPARTNER_RECEIPT",2021-01-29 10:05:20,2021-01-29 10:05:20,2021-01-29 10:05:22,2021-01-29 10:05:26,2021-01-29 10:05:22,"35.0",2021-01-28 10:05:20,1,"FINISHED","1.00","6014319173c60b3ca7f3bf01"
"601442570a7214ad5000004b",5,"All-receipts receipt bonus",2021-01-29 11:13:59,2021-01-29 11:13:59,2021-01-29 11:14:01,2021-01-29 11:14:01,2021-01-29 11:14:01,"5.0",2021-01-28 11:13:59,1,"FINISHED","1.00","54943462e4b07e684157a532"
"601455a80a720f05f8000107",5,"All-receipts receipt bonus",2021-01-29 12:36:24,2021-01-29 12:36:24,2021-01-29 12:36:30,2021-01-29 12:36:30,2021-01-29 12:36:25,"5.0",2021-01-28 12:36:24,2,"FINISHED","1.00","6014554a67804a1228b20ca9"
"601455820a720f05f80000fb",5,"All-receipts receipt bonus",2021-01-29 12:35:46,2021-01-29 12:35:46,NA,2021-01-29 12:35:52,NA,"5",2021-01-28 18:00:00,1,"REJECTED","10.00","6014558284231211ce796b88"
"6014323b0a720f05f80000b2",5,"All-receipts receipt bonus",2021-01-29 10:05:15,2021-01-29 10:05:15,2021-01-29 10:05:19,2021-01-29 10:05:23,2021-01-29 10:05:17,"5.0",2021-01-28 10:05:15,2,"FINISHED","11.00","54943462e4b07e684157a532"
"601442710a720f05f80000bb",5,"All-receipts receipt bonus",2021-01-29 11:14:25,2021-01-29 11:14:25,2021-01-29 11:14:25,2021-01-29 11:14:25,2021-01-29 11:14:25,"5.0",2021-01-24 00:00:00,5,"FINISHED","25.00","601441a984231211ce792603"
"6014435e0a720f05f80000d1",5,"All-receipts receipt bonus",2021-01-29 11:18:22,2021-01-29 11:18:22,2021-01-29 11:18:22,2021-01-29 11:18:27,2021-01-29 11:18:22,"5.0",2021-01-28 18:00:00,1,"FINISHED","28.00","6014435467804a1228b1dcaf"
"60144adf0a720f05f80000ef",250,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-29 11:50:23,2021-01-29 11:50:23,2021-01-29 11:50:24,2021-01-29 11:50:24,2021-01-29 11:50:24,"250.0",2021-01-28 11:50:23,1,"FINISHED","10.00","6014499c67804a1228b1f5b0"
"601455900a720f05f8000102",5,"All-receipts receipt bonus",2021-01-29 12:36:00,2021-01-29 12:36:00,2021-01-29 12:36:01,2021-01-29 12:36:06,2021-01-29 12:36:01,"5.0",2021-01-28 18:00:00,5,"FINISHED","21.00","6014558767804a1228b20d00"
"601448fe0a720f05f80000df",45,"COMPLETE_PARTNER_RECEIPT",2021-01-29 11:42:22,2021-01-29 11:42:22,2021-01-29 11:42:23,2021-01-29 11:42:23,2021-01-29 11:42:23,"50.0",2021-01-28 11:42:22,1,"FINISHED","1.00","6014485b84231211ce793d79"
